strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS16710,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS16710",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS16725,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS16725,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS16730,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS16730,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS16820,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS16820",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS16910,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS16910,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS16925,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS16925,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS16940,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS16940,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS16960,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS16960,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS16965,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS16965,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17000,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23615;COG_V: Defense mechanisms;EW035_RS17000,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17090,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17090,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17195,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17195,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17210,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17210,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17225,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17225,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17280,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17280,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17285,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17285,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17340,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS17340",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17370,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17370,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17400,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS17400",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17405,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17405,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17600,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17600,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17670,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17670,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17810,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS17810",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17870,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17870,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17975,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17975,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS17995,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS17995,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18545,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS18545,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18575,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS18575",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18610,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS18610",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18690,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS18690",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18695,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS18695,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18700,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS18700",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18705,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS18705",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18740,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS18740,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18745,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS18745,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18810,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS18810",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18910,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23615;COG_V: Defense mechanisms;EW035_RS18910,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18920,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS18920,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18945,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS18945,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18965,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS18965,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18970,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS18970,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18975,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS18975,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18990,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23615;COG_V: Defense mechanisms;EW035_RS18990,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS18995,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23615;COG_V: Defense mechanisms;EW035_RS18995,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19000,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19000,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19020,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19020,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19025,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19025,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19075,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19075,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19125,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS19125",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19225,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19225,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19250,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS19250",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19275,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS19275",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19365,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19365,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19370,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19370,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19380,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19380,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19400,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS19400",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19415,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS19415",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19475,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19475,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19480,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19480,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19505,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19505,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19520,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS19520",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19560,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19560,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19565,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19565,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19605,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS19605",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19610,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19610,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19615,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19615,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19620,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19620,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19625,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19625,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19630,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23605;COG_F: Nucleotide transport and metabolism;EW035_RS19630,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19660,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS19660",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19680,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS19680",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19850,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23615;COG_V: Defense mechanisms;EW035_RS19850,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19855,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23615;COG_V: Defense mechanisms;EW035_RS19855,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19860,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23615;COG_V: Defense mechanisms;EW035_RS19860,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS19865,genome,graph_context,4,EW035_RS23490;aminoglycoside_resistance;EW035_RS23615;COG_V: Defense mechanisms;EW035_RS19865,member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14386,aadA1,aminoglycoside,EW035_RS23490,genome,EW035_RS20375,genome,graph_context,4,"EW035_RS23490;aminoglycoside_resistance;EW035_RS23620;COG_J: Translation, ribosomal structure and biogenesis;EW035_RS20375",member_of_amr_mechanism;member_of_amr_mechanism;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
